Country/Region,Confirmed,Recovered,Deaths,Mortality,Recovery,Active Cases,Closed Cases,Confirm Cases/Day,Survival Probability,Clusters
Norway,8862.0,8138.0,249.0,2.8097494922139474,91.83028661701648,475.0,8387.0,70.896,97.19025050778606,2
Malaysia,8637.0,8334.0,121.0,1.4009494037281462,96.4918374435568,182.0,8455.0,54.664556962025316,98.59905059627184,2
Uzbekistan,8222.0,5496.0,23.0,0.2797372901970323,66.84504986621259,2703.0,5519.0,76.84112149532709,99.72026270980295,2
Australia,7834.0,7037.0,104.0,1.327546591779423,89.82639775338271,693.0,7141.0,49.58227848101266,98.67245340822058,2
Finland,7209.0,6600.0,328.0,4.549868220280205,91.55222638368706,281.0,6928.0,47.11764705882353,95.4501317797198,2
Congo (Kinshasa),6939.0,1050.0,167.0,2.406686842484508,15.131863380890618,5722.0,1217.0,62.51351351351353,97.59331315751551,0
Senegal,6698.0,4341.0,108.0,1.6124216183935502,64.81039116154075,2249.0,4449.0,55.81666666666667,98.38757838160645,2
North Macedonia,6209.0,2427.0,298.0,4.799484619101304,39.08842003543244,3484.0,2725.0,49.672,95.20051538089871,0
Kenya,6190.0,2013.0,144.0,2.326332794830372,32.52019386106624,4033.0,2157.0,56.788990825688074,97.67366720516962,0
El Salvador,6173.0,3648.0,164.0,2.65673092499595,59.09606350234894,2361.0,3812.0,59.932038834951456,97.34326907500405,0
Haiti,5933.0,839.0,105.0,1.7697623461992245,14.141243890106187,4989.0,944.0,58.16666666666666,98.23023765380077,0
Tajikistan,5900.0,4506.0,52.0,0.8813559322033898,76.37288135593221,1342.0,4558.0,96.72131147540985,99.1186440677966,2
Ethiopia,5846.0,2430.0,103.0,1.7618884707492302,41.56688333903524,3313.0,2533.0,53.633027522935784,98.23811152925077,0
Venezuela,5530.0,1649.0,48.0,0.8679927667269441,29.819168173598555,3833.0,1697.0,51.2037037037037,99.13200723327307,0
Gabon,5394.0,2420.0,42.0,0.7786429365962181,44.86466444197257,2932.0,2462.0,49.944444444444436,99.2213570634038,0
Guinea,5351.0,4296.0,31.0,0.5793309661745468,80.28405905438237,1024.0,4327.0,49.09174311926606,99.42066903382543,2
Kyrgyzstan,5296.0,2370.0,57.0,1.0762839879154078,44.750755287009056,2869.0,2427.0,50.92307692307693,98.9237160120846,0
Bulgaria,4831.0,2582.0,223.0,4.6160215276340315,53.44649140964604,2026.0,2805.0,42.377192982456144,95.38397847236595,0
Djibouti,4656.0,4433.0,53.0,1.138316151202749,95.21048109965635,170.0,4486.0,44.769230769230774,98.86168384879727,2
Bosnia and Herzegovina,4325.0,2366.0,184.0,4.254335260115607,54.70520231213872,1775.0,2550.0,36.965811965811966,95.74566473988442,0
Luxembourg,4256.0,3997.0,110.0,2.5845864661654128,93.9144736842105,149.0,4107.0,34.885245901639344,97.41541353383457,2
Mauritania,4237.0,1497.0,128.0,3.0210054283691288,35.33160254897333,2612.0,1625.0,39.231481481481474,96.97899457163088,0
Hungary,4145.0,2685.0,585.0,14.113389626055492,64.77683956574187,875.0,3270.0,35.1271186440678,85.8866103739445,1
Central African Republic,3613.0,773.0,47.0,1.3008580127318017,21.39496263492942,2793.0,820.0,33.76635514018692,98.6991419872682,0
Greece,3390.0,1374.0,191.0,5.6342182890855455,40.53097345132744,1825.0,1565.0,27.12,94.36578171091443,0
Costa Rica,3269.0,1394.0,15.0,0.4588559192413582,42.643010094830224,1860.0,1409.0,28.181034482758623,99.54114408075864,0
Thailand,3169.0,3053.0,58.0,1.8302303565793627,96.33953928684127,58.0,3111.0,19.80625,98.16976964342064,2
Somalia,2904.0,910.0,90.0,3.0991735537190084,31.336088154269966,1904.0,1000.0,27.396226415094336,96.90082644628099,0
Croatia,2725.0,2155.0,107.0,3.926605504587156,79.08256880733944,463.0,2262.0,21.62698412698413,96.07339449541284,2
Kosovo,2677.0,1425.0,49.0,1.8304071722076949,53.23122898767278,1203.0,1474.0,25.990291262135926,98.1695928277923,0
Albania,2466.0,1438.0,58.0,2.3519870235198703,58.31305758313058,970.0,1496.0,21.823008849557517,97.64801297648012,0
Cuba,2340.0,2211.0,86.0,3.675213675213676,94.48717948717949,43.0,2297.0,21.272727272727273,96.32478632478632,2
Maldives,2337.0,1927.0,8.0,0.3423192126658109,82.45614035087719,402.0,1935.0,20.5,99.6576807873342,2
Paraguay,2191.0,1080.0,16.0,0.7302601551802829,49.2925604746691,1095.0,1096.0,19.219298245614034,99.26973984481971,0
West Bank and Gaza,2185.0,447.0,5.0,0.2288329519450801,20.45766590389016,1733.0,452.0,22.76041666666667,99.77116704805492,0
Mali,2173.0,1447.0,115.0,5.2922227335480905,66.58996778647031,611.0,1562.0,22.402061855670098,94.70777726645193,2
Nicaragua,2170.0,1238.0,74.0,3.410138248847926,57.05069124423964,858.0,1312.0,21.067961165048548,96.58986175115207,0
Madagascar,2138.0,966.0,20.0,0.9354536950420954,45.182413470533206,1152.0,986.0,20.960784313725487,99.0645463049579,0
Sri Lanka,2039.0,1678.0,11.0,0.5394801373222168,82.29524276606179,350.0,1689.0,13.154838709677419,99.46051986267778,2
Equatorial Guinea,2001.0,515.0,32.0,1.5992003998001,25.73713143428285,1454.0,547.0,18.700934579439245,98.40079960019987,0
South Sudan,1989.0,246.0,36.0,1.809954751131222,12.368024132730017,1707.0,282.0,23.127906976744185,98.19004524886877,0
Estonia,1987.0,1818.0,69.0,3.472571716155008,91.49471565173629,100.0,1887.0,16.024193548387096,96.52742828384501,2
Iceland,1840.0,1818.0,10.0,0.5434782608695652,98.80434782608695,12.0,1828.0,14.959349593495936,99.45652173913044,2
Lithuania,1816.0,1512.0,78.0,4.295154185022026,83.25991189427313,226.0,1590.0,14.764227642276422,95.70484581497796,2
Lebanon,1745.0,1170.0,34.0,1.9484240687679084,67.04871060171921,541.0,1204.0,13.423076923076925,98.0515759312321,2
Slovakia,1665.0,1464.0,28.0,1.6816816816816818,87.92792792792794,173.0,1492.0,14.35344827586207,98.3183183183183,2
Guinea-Bissau,1654.0,317.0,24.0,1.4510278113663846,19.165659008464328,1313.0,341.0,17.051546391752574,98.5489721886336,0
Slovenia,1585.0,1384.0,111.0,7.003154574132493,87.3186119873817,90.0,1495.0,13.547008547008549,92.9968454258675,2
Zambia,1568.0,1311.0,22.0,1.4030612244897958,83.60969387755101,235.0,1333.0,15.076923076923075,98.5969387755102,2
New Zealand,1528.0,1484.0,22.0,1.4397905759162304,97.12041884816757,22.0,1506.0,12.422764227642276,98.56020942408377,2
Sierra Leone,1450.0,961.0,60.0,4.137931034482759,66.27586206896552,429.0,1021.0,15.934065934065936,95.86206896551724,2
Benin,1187.0,323.0,19.0,1.6006739679865205,27.21145745577085,845.0,342.0,11.198113207547168,98.39932603201349,0
Tunisia,1172.0,1029.0,50.0,4.266211604095563,87.79863481228668,93.0,1079.0,9.932203389830509,95.73378839590444,2
Cabo Verde,1165.0,608.0,12.0,1.0300429184549356,52.18884120171674,545.0,620.0,11.42156862745098,98.96995708154506,0
Malawi,1152.0,260.0,13.0,1.1284722222222219,22.56944444444445,879.0,273.0,12.9438202247191,98.8715277777778,0
Jordan,1128.0,867.0,9.0,0.7978723404255319,76.86170212765956,252.0,876.0,9.478991596638656,99.20212765957449,2
Yemen,1128.0,432.0,304.0,26.95035460992908,38.29787234042553,392.0,736.0,13.925925925925926,73.04964539007092,1
Latvia,1117.0,932.0,30.0,2.6857654431512983,83.43777976723366,155.0,962.0,9.308333333333334,97.3142345568487,2
Congo (Brazzaville),1087.0,456.0,37.0,3.403863845446182,41.950321987120525,594.0,493.0,10.158878504672897,96.59613615455382,0
Niger,1075.0,939.0,67.0,6.232558139534882,87.34883720930232,69.0,1006.0,10.53921568627451,93.76744186046513,2
Rwanda,1001.0,443.0,2.0,0.1998001998001998,44.255744255744254,556.0,445.0,9.268518518518519,99.80019980019979,0
Cyprus,996.0,833.0,19.0,1.9076305220883536,83.63453815261043,144.0,852.0,8.814159292035399,98.09236947791165,2
Burkina Faso,959.0,830.0,53.0,5.526590198123045,86.54848800834203,76.0,883.0,8.5625,94.47340980187694,2
Uruguay,932.0,822.0,27.0,2.896995708154506,88.19742489270384,83.0,849.0,8.62962962962963,97.1030042918455,2
Georgia,926.0,791.0,15.0,1.6198704103671708,85.42116630669547,120.0,806.0,7.4079999999999995,98.38012958963283,2
Mozambique,883.0,229.0,6.0,0.6795016987542469,25.93431483578709,648.0,235.0,8.83,99.32049830124576,0
Uganda,870.0,808.0,0.0,0.0,92.87356321839079,62.0,808.0,8.613861386138613,100.0,2
Chad,866.0,781.0,74.0,8.545034642032332,90.1847575057737,11.0,855.0,8.407766990291263,91.45496535796768,2
Andorra,855.0,799.0,52.0,6.0818713450292385,93.4502923976608,4.0,851.0,7.125,93.91812865497076,2
Libya,802.0,206.0,23.0,2.8678304239401498,25.6857855361596,573.0,229.0,8.183673469387756,97.13216957605984,0
Eswatini,795.0,380.0,11.0,1.3836477987421385,47.79874213836478,404.0,391.0,7.361111111111112,98.61635220125788,0
Liberia,770.0,312.0,36.0,4.675324675324675,40.51948051948053,422.0,348.0,7.264150943396228,95.32467532467531,0
Sao Tome and Principe,713.0,235.0,13.0,1.82328190743338,32.959326788218796,465.0,248.0,8.388235294117647,98.17671809256662,0
Diamond Princess,712.0,651.0,13.0,1.8258426966292132,91.43258426966291,48.0,664.0,7.340206185567009,98.1741573033708,2
San Marino,698.0,656.0,42.0,6.0171919770773625,93.98280802292265,0.0,698.0,5.629032258064517,93.98280802292265,2
Jamaica,698.0,553.0,10.0,1.4326647564469914,79.22636103151862,135.0,563.0,6.288288288288287,98.567335243553,2
Malta,670.0,639.0,9.0,1.343283582089552,95.3731343283582,22.0,648.0,5.826086956521738,98.65671641791045,2
Togo,643.0,401.0,14.0,2.177293934681182,62.363919129082426,228.0,415.0,5.543103448275862,97.82270606531885,2
Zimbabwe,574.0,152.0,7.0,1.2195121951219512,26.480836236933797,415.0,159.0,5.627450980392156,98.78048780487805,0
Tanzania,509.0,183.0,21.0,4.12573673870334,35.95284872298625,305.0,204.0,4.80188679245283,95.87426326129665,0
Suriname,501.0,217.0,13.0,2.5948103792415167,43.313373253493005,271.0,230.0,4.638888888888889,97.40518962075848,0
Montenegro,501.0,315.0,11.0,2.19560878243513,62.874251497006,175.0,326.0,4.771428571428571,97.80439121756487,2
Taiwan*,447.0,435.0,7.0,1.5659955257270697,97.31543624161074,5.0,442.0,4.027027027027027,98.43400447427292,2
Vietnam,355.0,335.0,0.0,0.0,94.3661971830986,20.0,335.0,2.2468354430379747,100.0,2
Mauritius,341.0,326.0,10.0,2.9325513196480935,95.60117302052788,5.0,336.0,3.2788461538461537,97.0674486803519,2
Burma,299.0,221.0,6.0,2.0066889632107023,73.91304347826086,72.0,227.0,3.147368421052632,97.99331103678931,2
Angola,276.0,93.0,11.0,3.985507246376811,33.69565217391305,172.0,104.0,2.7058823529411766,96.0144927536232,0
Comoros,272.0,161.0,7.0,2.5735294117647056,59.191176470588246,104.0,168.0,4.4590163934426235,97.42647058823529,0
Syria,269.0,102.0,9.0,3.3457249070631967,37.9182156133829,158.0,111.0,2.69,96.6542750929368,0
Guyana,235.0,114.0,12.0,5.106382978723404,48.51063829787234,109.0,126.0,2.136363636363636,94.89361702127658,0
Mongolia,220.0,175.0,0.0,0.0,79.54545454545455,45.0,175.0,1.9642857142857144,100.0,2
Namibia,196.0,24.0,0.0,0.0,12.244897959183671,172.0,24.0,1.8148148148148149,100.0,0
Eritrea,191.0,53.0,0.0,0.0,27.748691099476442,138.0,53.0,1.8910891089108908,100.0,0
Botswana,175.0,25.0,1.0,0.5714285714285714,14.285714285714285,149.0,26.0,1.9021739130434785,99.42857142857143,0
Burundi,170.0,115.0,1.0,0.5882352941176471,67.64705882352942,54.0,116.0,1.868131868131868,99.41176470588236,2
Brunei,141.0,138.0,3.0,2.127659574468085,97.87234042553192,0.0,141.0,1.247787610619469,97.87234042553192,2
Cambodia,141.0,130.0,0.0,0.0,92.19858156028369,11.0,130.0,0.9096774193548388,100.0,2
Trinidad and Tobago,126.0,109.0,8.0,6.349206349206349,86.50793650793649,9.0,117.0,1.1666666666666667,93.65079365079364,2
Bahamas,104.0,87.0,11.0,10.576923076923077,83.65384615384616,6.0,98.0,1.04,89.42307692307693,1
Monaco,103.0,95.0,4.0,3.883495145631068,92.23300970873787,4.0,99.0,0.8442622950819673,96.11650485436894,2
Barbados,97.0,90.0,7.0,7.216494845360824,92.78350515463914,0.0,97.0,0.923809523809524,92.78350515463914,2
Liechtenstein,82.0,81.0,1.0,1.2195121951219512,98.78048780487805,0.0,82.0,0.6949152542372882,98.78048780487805,2
Seychelles,77.0,11.0,0.0,0.0,14.285714285714285,66.0,11.0,0.7129629629629629,100.0,0
Bhutan,77.0,44.0,0.0,0.0,57.14285714285714,33.0,44.0,0.6637931034482759,100.0,0
Antigua and Barbuda,69.0,22.0,3.0,4.3478260869565215,31.88405797101449,44.0,25.0,0.6330275229357798,95.65217391304348,0
Gambia,47.0,26.0,2.0,4.25531914893617,55.319148936170215,19.0,28.0,0.47,95.74468085106385,0
Saint Vincent and the Grenadines,29.0,29.0,0.0,0.0,100.0,0.0,29.0,0.2685185185185185,100.0,2
Lesotho,27.0,4.0,0.0,0.0,14.814814814814813,23.0,4.0,0.5625,100.0,0
Timor-Leste,24.0,24.0,0.0,0.0,100.0,0.0,24.0,0.24,100.0,2
Belize,24.0,18.0,2.0,8.333333333333332,75.0,4.0,20.0,0.24242424242424246,91.66666666666666,2
Grenada,23.0,23.0,0.0,0.0,100.0,0.0,23.0,0.23,100.0,2
Saint Lucia,19.0,19.0,0.0,0.0,100.0,0.0,19.0,0.17592592592592593,100.0,2
Laos,19.0,19.0,0.0,0.0,100.0,0.0,19.0,0.19387755102040816,100.0,2
Dominica,18.0,18.0,0.0,0.0,100.0,0.0,18.0,0.18,100.0,2
Fiji,18.0,18.0,0.0,0.0,100.0,0.0,18.0,0.17475728155339804,100.0,2
Saint Kitts and Nevis,15.0,15.0,0.0,0.0,100.0,0.0,15.0,0.15463917525773194,100.0,2
Holy See,12.0,12.0,0.0,0.0,100.0,0.0,12.0,0.10714285714285714,100.0,2
Papua New Guinea,11.0,8.0,0.0,0.0,72.72727272727273,3.0,8.0,0.10784313725490197,100.0,2
Western Sahara,10.0,8.0,1.0,10.0,80.0,1.0,9.0,0.11627906976744184,90.0,1
MS Zaandam,9.0,0.0,2.0,22.222222222222218,0.0,7.0,2.0,0.09574468085106384,77.7777777777778,1
